разрушаться,neg,rusentilex,88
дороговизна,pos,linis,130
убивать,neg,linis,1734
ослепить,neg,rusentilex,1
ослепить,pos,rusentilex,1
всегда,pos,linis,34806
апатия,neg,linis,350
заносчивый,neg,rusentilex,1
незапамятный,pos,rusentilex,19
хлам,neg,linis,20
обманщик,neg,rusentilex,2
плоский,neg,rusentilex,341
штурм,neg,linis,9
несовременный,neg,linis,3
застопориваться,neg,rusentilex,4
промотать,neg,rusentilex,1
непостоянный,neg,linis,28
неприемлемость,neg,rusentilex,1
давить,neg,rusentilex,477
вливаться,neg,linis,14
садомазохист,neg,rusentilex,1
свежий,pos,rusentilex,1695
ощутимый,pos,linis,945
ощутимый,neg,linis,945
общедоступный,pos,linis,37
обезвоживание,neg,rusentilex,324
сердце,pos,linis,4214
быстрорастущий,pos,linis,4
царственный,pos,rusentilex,1
искусать,neg,rusentilex,45
толкать,neg,linis,27
ликвидация,neg,rusentilex,47
сопереживание,pos,linis,2
расшатывать,neg,rusentilex,14
подкуп,neg,rusentilex,3
штырить,pos,rusentilex,4
маститый,pos,rusentilex,2
обалдеть,neg,rusentilex,98
серый,neg,linis,536
профессиональный,pos,linis,261
иммунопатология,neg,rusentilex,1
жизнерадостность,pos,rusentilex,8
бесчисленный,pos,linis,21
повторяться,neg,linis,1344
перегревать,neg,rusentilex,13
тужить,neg,rusentilex,4
человеческий,pos,rusentilex,563
несуразица,neg,rusentilex,1
джентльмен,pos,linis,2
разбойник,neg,rusentilex,4
слюни,neg,rusentilex,110
оправданный,pos,rusentilex,41
сожаление,neg,linis,5917
сожаление,pos,linis,5917
дыра,neg,linis,43
убираться,neg,linis,124
дочь,pos,linis,7186
смелость,pos,linis,45
безобидность,pos,rusentilex,5
поворотный,pos,linis,12
кровища,neg,rusentilex,9
нахваливать,pos,rusentilex,123
алогичный,neg,rusentilex,1
инфарктник,neg,rusentilex,2
истязать,neg,rusentilex,8
малоэффективный,neg,linis,217
преступление,neg,linis,9
энтузиаст,pos,rusentilex,2
сомнительный,neg,rusentilex,193
малозаметный,neg,linis,40
проблемность,neg,rusentilex,5
дурманить,neg,rusentilex,3
вонь,neg,linis,67
дрожь,neg,rusentilex,91
обязательность,pos,rusentilex,4
извинить,pos,rusentilex,18
неосмотрительный,neg,linis,1
полностью,pos,linis,10290
удобный,pos,linis,30593
противоречивость,neg,rusentilex,1
измотаться,neg,rusentilex,1
оговор,neg,rusentilex,1
чистоплотность,pos,linis,4
стертый,neg,rusentilex,15
навоз,neg,linis,7
понятный,pos,rusentilex,3775
нежность,neg,rusentilex,19
нежность,pos,rusentilex,19
умничать,pos,linis,12
умничать,neg,linis,12
торжествовать,neg,linis,2
торжествовать,pos,linis,2
образец,pos,rusentilex,106
стабильность,pos,linis,39
хитроумный,neg,linis,5
хитроумный,pos,linis,5
чудище,neg,linis,2
эстетичный,pos,linis,47
эстетичный,neg,linis,47
нежеланный,neg,linis,12
кровопотеря,neg,rusentilex,36
обижать,neg,linis,41
небогатый,neg,linis,8
загрязнять,neg,linis,53
деликатность,neg,rusentilex,5
деликатность,pos,rusentilex,5
гордость,pos,linis,48
казнить,neg,linis,3
подстроить,neg,rusentilex,1
подстроить,pos,rusentilex,1
венерический,neg,linis,106
восхитить,pos,rusentilex,8
забота,pos,linis,279
тонизировать,pos,rusentilex,209
тщедушный,neg,rusentilex,1
правильный,pos,linis,2586
сравнение,neg,linis,3850
профессионал,pos,linis,80
воровать,neg,linis,4
впустую,neg,linis,80
зловещий,neg,linis,12
пукнуть,neg,rusentilex,4
оступиться,neg,rusentilex,34
самостоятельный,pos,linis,319
вдвойне,neg,linis,163
порыдать,neg,rusentilex,2
напряженка,neg,rusentilex,13
достижение,pos,linis,429
неистовый,neg,linis,6
расшатывание,neg,rusentilex,1
одурь,neg,rusentilex,3
прививать,neg,linis,235
безвредный,pos,linis,1285
вернуть,pos,linis,476
хомяк,neg,linis,8
зверство,neg,rusentilex,1
коррупция,neg,linis,1
малыш,pos,linis,15276
приуменьшать,neg,rusentilex,2
чужеродный,neg,linis,34
безобразный,neg,rusentilex,24
загнивание,neg,linis,3
оплевать,neg,rusentilex,1
самодельничать,neg,rusentilex,2
храбрец,pos,rusentilex,1
шарить,pos,linis,14
неявный,neg,linis,2
вопить,neg,linis,13
конго,neg,linis,1
нехилый,neg,rusentilex,17
издеваться,neg,linis,43
перемерзать,neg,rusentilex,48
нарыв,neg,rusentilex,249
настойчивость,pos,rusentilex,13
пессимистка,neg,rusentilex,1
сжечь,neg,rusentilex,32
панический,neg,linis,469
травануться,neg,rusentilex,15
тренировочка,pos,rusentilex,1
умеренность,pos,rusentilex,12
отчаиваться,neg,rusentilex,149
ругаться,neg,linis,119
материал,pos,linis,717
обстоятельный,pos,rusentilex,5
достать,neg,rusentilex,136
достать,pos,rusentilex,136
перегреть,neg,rusentilex,3
лихорадочный,neg,linis,90
последовательный,pos,rusentilex,9
осмотрительный,pos,rusentilex,2
травма,neg,rusentilex,2044
дикарь,neg,linis,5
статный,pos,rusentilex,1
чувствовать,pos,linis,12054
писать,pos,linis,25089
наркоманский,neg,linis,3
дерматоз,neg,rusentilex,124
штрафной,neg,linis,1
гнилой,neg,linis,11
первобытный,neg,linis,5
ненастоящий,neg,linis,3
контрафактный,neg,rusentilex,2
умалять,neg,linis,17
роковой,neg,rusentilex,7
неблагополучие,neg,rusentilex,5
вооружать,neg,linis,59
бросовый,neg,linis,3
бросовый,pos,linis,3
наш,pos,linis,31193
непосредственный,pos,rusentilex,118
пессимистичный,neg,linis,8
убитый,neg,rusentilex,19
инвазия,neg,rusentilex,26
отравить,neg,rusentilex,30
престарелый,neg,rusentilex,27
пикантный,pos,rusentilex,35
бузить,neg,linis,1
узбагоиться,pos,rusentilex,1
подозрение,neg,linis,580
кремлевский,neg,linis,3
лагерь,neg,linis,132
пачкаться,neg,rusentilex,222
трагический,neg,rusentilex,17
неугодный,neg,linis,2
слуга,neg,linis,10
замкнутый,neg,rusentilex,41
спесь,neg,rusentilex,1
урон,neg,linis,39
мстить,neg,linis,9
поклоняться,pos,rusentilex,1
несостоятельность,neg,rusentilex,5
провоцирование,neg,rusentilex,2
авитаминоз,neg,rusentilex,738
преклонение,pos,rusentilex,2
раздразнить,neg,rusentilex,1
рыхлость,neg,rusentilex,6
понимание,pos,rusentilex,220
безвинный,pos,rusentilex,1
пустота,neg,rusentilex,45
добровольный,pos,linis,23
потеплеть,pos,rusentilex,40
расцвет,pos,rusentilex,15
галимый,neg,rusentilex,2
возмутить,neg,rusentilex,24
драться,neg,linis,35
ломаться,neg,linis,971
прицепиться,neg,rusentilex,90
удовольствие,pos,linis,4680
неудобство,neg,linis,1028
благоустройство,pos,linis,1
шок,neg,linis,1239
озаботиться,neg,rusentilex,12
страшиться,neg,rusentilex,1
вирусный,neg,linis,2721
холера,neg,rusentilex,9
изголодаться,neg,rusentilex,3
нецензурный,neg,linis,3
уродство,neg,linis,13
приятный,pos,linis,24406
похоронный,neg,rusentilex,1
несгибаемость,pos,rusentilex,1
желчный,neg,linis,1141
отчуждение,neg,rusentilex,1
труд,pos,linis,2138
здравомыслящий,pos,linis,24
опухоль,neg,linis,697
выговор,neg,linis,6
смутный,neg,linis,21
ностальгия,neg,rusentilex,21
обязательный,pos,rusentilex,1126
живодер,neg,linis,2
скупердяйка,neg,rusentilex,2
паразитировать,neg,rusentilex,8
талон,neg,linis,66
миф,neg,rusentilex,65
хамить,neg,linis,4
менингит,neg,rusentilex,88
незаурядный,pos,rusentilex,2
вторжение,neg,linis,9
побрезгать,neg,rusentilex,1
промерзнуть,neg,rusentilex,30
секси,pos,rusentilex,1
вместительный,pos,rusentilex,25
бережный,pos,rusentilex,44
любопытный,neg,linis,124
любопытный,pos,linis,124
яркий,pos,linis,2268
работоспособность,pos,rusentilex,904
старческий,neg,linis,62
трусить,neg,rusentilex,28
насмешливый,neg,rusentilex,1
тормоз,neg,linis,15
туманить,neg,rusentilex,4
отколоть,neg,rusentilex,3
орать,neg,rusentilex,290
гипертонический,neg,rusentilex,374
своенравный,neg,rusentilex,5
дрянь,neg,linis,160
ненатуральность,neg,rusentilex,2
загаживать,neg,linis,1
пупсик,pos,rusentilex,7
девка,neg,linis,4
скотина,neg,linis,7
отрезвление,pos,rusentilex,1
колика,neg,rusentilex,3074
валить,neg,linis,46
знатный,neg,linis,15
знатный,pos,linis,15
требовательный,pos,linis,10
требовательный,neg,linis,10
требовательный,pos,linis,10
весомость,neg,linis,1
весомость,pos,linis,1
нефиг,neg,rusentilex,2
опытнейший,pos,rusentilex,4
критика,neg,rusentilex,28
высокоинтеллектуальный,pos,linis,1
высокоинтеллектуальный,neg,linis,1
высокоинтеллектуальный,pos,linis,1
пьянеть,neg,rusentilex,15
пьянеть,pos,rusentilex,15
денежный,pos,rusentilex,86
кретин,neg,linis,1
утрата,neg,linis,16
туповатый,neg,linis,1
износить,neg,rusentilex,5
приметный,pos,rusentilex,49
зрелищный,pos,rusentilex,1
изыск,pos,rusentilex,17
отхожий,neg,linis,4
двуликий,neg,rusentilex,1
располагающий,pos,rusentilex,1
пропивать,neg,linis,1749
недочет,neg,linis,15
слезливый,neg,linis,7
приемлемый,pos,linis,2428
отверженный,neg,rusentilex,1
злоупотребление,neg,rusentilex,83
умничка,pos,rusentilex,11
