букашка,neg,linis,2
аппетитный,pos,linis,3
корочка,neg,linis,29
захватывать,neg,linis,9
ужалить,neg,linis,1
мочить,neg,linis,16
несовместимый,neg,linis,5
роскошь,pos,linis,2
цензура,pos,rusentilex,10
необоснованный,neg,rusentilex,5
превращаться,neg,linis,92
авторитарный,neg,linis,1
борец,neg,linis,1
рожа,neg,linis,3
пригождаться,pos,rusentilex,41
американец,neg,linis,3
удобство,neg,linis,27
удобство,pos,linis,27
знобить,neg,rusentilex,8
крошечный,pos,linis,3
заслужить,pos,rusentilex,1
неметь,neg,rusentilex,39
беспамятство,neg,rusentilex,2
местный,pos,linis,97
увлечься,pos,rusentilex,1
ювелирный,pos,linis,1
примерный,pos,rusentilex,11
ошибка,neg,linis,127
распад,neg,linis,1
сходить,pos,rusentilex,321
зудить,neg,rusentilex,13
упиваться,neg,rusentilex,1
упиваться,pos,rusentilex,1
сальный,neg,rusentilex,12
идиот,neg,linis,6
повредить,neg,rusentilex,13
доходчивый,neg,linis,1
доходчивый,pos,linis,1
грыжа,neg,rusentilex,50
греза,pos,rusentilex,1
подорожание,pos,rusentilex,2
невысокий,pos,linis,12
кровотечение,neg,rusentilex,116
травматический,neg,linis,4
вытаскивать,pos,linis,20
масштаб,pos,linis,7
наповал,neg,linis,4
гиблый,neg,rusentilex,5
лечиться,neg,linis,500
меланхолия,neg,rusentilex,1
нещадный,neg,rusentilex,1
всерьез,pos,linis,5
осчастливить,pos,rusentilex,1
простенький,pos,linis,4
простенький,neg,linis,4
производственный,pos,linis,3
мнить,neg,linis,6
беспочвенный,neg,linis,1
сарказм,neg,linis,2
пропаганда,neg,linis,3
тайный,neg,linis,2
тьма,neg,linis,3
отвратительный,neg,linis,138
жулик,neg,linis,4
твориться,neg,linis,42
рецидив,neg,rusentilex,22
несведущий,neg,rusentilex,1
веселенький,neg,linis,2
веселенький,pos,linis,2
человеческий,pos,rusentilex,37
хваткий,pos,rusentilex,2
лечить,neg,linis,944
катастрофичный,neg,linis,1
защищать,pos,linis,52
неустойчивый,neg,linis,3
кулак,neg,linis,7
терзаться,neg,linis,1
помучить,neg,rusentilex,2
нежирный,pos,rusentilex,1
душещипательный,pos,rusentilex,2
химический,neg,linis,108
недостаточный,neg,linis,5
забирать,neg,linis,33
обнаглеть,neg,rusentilex,2
ленивый,neg,linis,3
ругательный,neg,linis,1
каяться,neg,linis,2
каяться,pos,linis,2
застой,neg,linis,10
трудный,neg,linis,135
алкоголик,neg,linis,15
вышеперечисленный,pos,linis,8
волна,neg,linis,15
сладость,neg,rusentilex,13
сладость,pos,rusentilex,13
ссора,neg,linis,2
неиспользованный,neg,linis,5
пугало,neg,rusentilex,2
оправдать,pos,rusentilex,9
гнус,neg,rusentilex,1
злокачественный,neg,linis,3
шедевр,neg,linis,1
шедевр,pos,linis,1
шедевр,neg,linis,1
российский,pos,linis,107
российский,neg,linis,107
сильнодействующий,neg,linis,19
скандальный,neg,linis,1
набраться,neg,rusentilex,3
токсичность,neg,rusentilex,12
потусторонний,neg,linis,1
морда,neg,linis,7
анус,neg,linis,6
обольщаться,neg,rusentilex,1
пыльный,neg,linis,2
припадок,neg,rusentilex,10
застыть,neg,rusentilex,2
фальшивка,neg,linis,2
фальшивка,pos,linis,2
врубиться,pos,rusentilex,1
затрагивать,pos,rusentilex,8
неисчерпаемый,pos,linis,1
материальный,neg,linis,5
дегенеративный,neg,rusentilex,1
осложняться,neg,rusentilex,1
бредовый,neg,linis,2
удушье,neg,rusentilex,37
холод,neg,linis,42
выясняться,neg,linis,99
козел,neg,linis,3
запад,neg,linis,10
приметный,pos,rusentilex,1
зловредный,neg,linis,1
лепта,pos,rusentilex,2
цыган,neg,linis,1
гарант,pos,linis,1
любезный,neg,linis,2
любезный,pos,linis,2
любезный,neg,linis,2
растерянный,neg,rusentilex,1
краса,pos,rusentilex,7
импортный,neg,linis,50
утешение,pos,rusentilex,1
бессовестный,neg,rusentilex,1
завышение,neg,linis,1
тошнить,neg,linis,238
бесить,neg,linis,10
справляться,neg,linis,322
категоричный,neg,linis,2
хаотический,neg,rusentilex,1
неуправляемый,neg,linis,6
неуправляемый,pos,linis,6
неуправляемый,neg,linis,6
изобиловать,pos,rusentilex,3
сминаться,neg,rusentilex,2
нереальность,neg,linis,6
диабет,neg,linis,40
опуститься,neg,rusentilex,3
опуститься,pos,rusentilex,3
восхитительный,neg,linis,5
восхитительный,pos,linis,5
подымать,neg,linis,1
подымать,pos,linis,1
подымать,neg,linis,1
приемлемый,pos,linis,21
терпимый,pos,linis,33
выздороветь,pos,rusentilex,51
расшатывать,neg,rusentilex,2
привыкнуть,pos,rusentilex,8
нескромный,neg,linis,1
измучить,neg,rusentilex,6
примитивный,neg,linis,6
беда,neg,linis,63
астматик,neg,rusentilex,10
надуваться,neg,rusentilex,1
бороться,pos,linis,173
негодование,neg,rusentilex,9
маловероятный,neg,linis,2
шаловливый,pos,rusentilex,2
коробить,neg,rusentilex,1
переть,neg,linis,2
насмехаться,neg,rusentilex,1
перегиб,neg,rusentilex,1
хорошенький,pos,linis,1
заоблачный,neg,linis,17
подъем,pos,rusentilex,16
некурящий,pos,linis,2
заклятый,neg,rusentilex,1
профан,neg,rusentilex,1
кровища,neg,rusentilex,2
культ,neg,linis,1
хриплость,neg,rusentilex,1
сонливость,neg,rusentilex,180
стройный,pos,linis,4
преждевременный,neg,rusentilex,7
дура,neg,linis,22
дистрофия,neg,rusentilex,1
патологический,neg,linis,5
глазок,neg,linis,20
слепнуть,neg,rusentilex,1
злоба,neg,linis,4
переесть,neg,rusentilex,1
обвинение,neg,linis,1
остывать,neg,rusentilex,3
остывать,pos,rusentilex,3
башня,neg,linis,2
страшный,neg,linis,545
неясный,neg,linis,10
легкомыслие,neg,rusentilex,1
обжечься,neg,rusentilex,6
ощущать,pos,linis,200
закисать,neg,rusentilex,4
безуспешный,neg,rusentilex,4
непостижимый,neg,linis,1
непостижимый,pos,linis,1
мытарство,neg,rusentilex,4
податливость,pos,rusentilex,1
дьявол,neg,linis,2
неладный,neg,rusentilex,16
вспыльчивый,neg,linis,4
выискивать,neg,linis,1
мужик,neg,linis,14
мужик,pos,linis,14
уродство,neg,linis,4
ожирение,neg,rusentilex,3
необдуманный,neg,linis,2
подкупить,neg,rusentilex,1
подкупить,pos,rusentilex,1
праздновать,pos,linis,1
многовато,neg,linis,6
вакцина,neg,linis,201
хаотичный,neg,rusentilex,1
здравомыслие,pos,rusentilex,1
кошмар,neg,linis,258
эпидемия,neg,linis,40
ангина,neg,linis,168
садистский,neg,rusentilex,1
вкуснятина,pos,linis,2
плохой,neg,linis,829
пухленький,pos,linis,1
полюбиться,pos,rusentilex,2
угроза,neg,linis,32
опиат,neg,rusentilex,1
расстроиться,neg,rusentilex,1
напасть,neg,linis,48
усугублять,neg,linis,51
боязливый,neg,rusentilex,1
глохнуть,neg,linis,1
колоссальный,pos,linis,13
